0	0	0	834	0.998706	185688
0	0	0	1668	1.997589	386293
0	0	0	2502	2.996604	586927
0	0	0	3336	3.995602	787596
0	0	0	4170	4.994228	988181
0	0	0	5004	5.993442	1188908
0	0	0	5838	6.992240	1389472
0	0	0	6672	7.991762	1590211
0	0	0	7506	8.990024	1790685
0	0	0	8340	9.989382	1991367
0	0	0	9174	10.987514	2191932
0	0	0	10008	11.986389	2392526
0	0	0	10842	12.985485	2593093
0	0	0	11676	13.984279	2793585
0	0	0	12510	14.983575	2994206
0	0	0	13344	15.981817	3194721
0	0	0	14178	16.980662	3395347
0	0	0	15012	17.980141	3596028
0	0	0	15846	18.978921	3796554
0	0	0	16680	19.978222	3997159
0	0	0	17514	20.976868	4197759
0	0	0	18348	21.975945	4398309
0	0	0	19182	22.975282	4598989
0	0	0	20016	23.973623	4799519
0	0	0	20850	24.973521	5000219
0	0	0	21684	25.971897	5200767
0	0	0	22518	26.971079	5401335
0	0	0	23352	27.969553	5601969
0	0	0	24186	28.968949	5802612
0	0	0	25020	29.967552	6003222
0	0	0	25854	30.966131	6203733
0	0	0	26688	31.965312	6404194
0	0	0	27522	32.964604	6604770
0	0	0	28356	33.963324	6805313
0	0	0	29190	34.963051	7006067
0	0	0	30024	35.961455	7206500
0	0	0	30858	36.961110	7407190
0	0	0	31692	37.959287	7607540
0	0	0	32526	38.958291	7808135
0	0	0	33360	39.957540	8008796
0	0	0	34194	40.956372	8209211
0	0	0	35028	41.955113	8409714
0	0	0	35862	42.953709	8610237
0	0	0	36696	43.952617	8810723
0	0	0	37530	44.952223	9011442
0	0	0	38364	45.950704	9211973
0	0	0	39198	46.949722	9412501
0	0	0	40032	47.948852	9613147
0	0	0	40866	48.947854	9813641
0	0	0	41700	49.946819	10014330
0	0	0	42534	50.945408	10214795
0	0	0	43368	51.944797	10415363
0	0	0	44202	52.943737	10615821
0	0	0	45036	53.943455	10816501
0	0	0	45870	54.941571	11016877
0	0	0	46704	55.940737	11217470
0	0	0	47538	56.940085	11418078
0	0	0	48372	57.939175	11618671
0	0	0	49206	58.937998	11819187
0	0	0	50040	59.937728	12019838
0	0	0	50874	60.935882	12220350
0	0	0	51708	61.935325	12421017
0	0	0	52542	62.933526	12621511
0	0	0	53376	63.932962	12822154
0	0	0	54210	64.931661	13022613
0	0	0	55044	65.930623	13223352
0	0	0	55878	66.929290	13423821
0	0	0	56712	67.928365	13624439
0	0	0	57546	68.927244	13825104
0	0	0	58380	69.926414	14025715
0	0	0	59214	70.925162	14226095
0	0	0	60048	71.924510	14424039
0	0	0	60882	72.923194	14619980
0	0	0	61716	73.922662	14815185
0	0	0	62550	74.920234	14974877
0	0	0	63384	74.985160	14978737
0	0	0	64218	74.985425	14978432
0	0	1	834	1.010128	187118
0	0	1	1668	2.009299	387605
0	0	1	2502	3.008303	588150
0	0	1	3336	4.007017	788666
0	0	1	4170	5.005852	989140
0	0	1	5004	6.004980	1189725
0	0	1	5838	7.003966	1390236
0	0	1	6672	8.003478	1590849
0	0	1	7506	9.001871	1791268
0	0	1	8340	10.001005	1991844
0	0	1	9174	10.999635	2192251
0	0	1	10008	11.998900	2392715
0	0	1	10842	12.998054	2593245
0	0	1	11676	13.996574	2793677
0	0	1	12510	14.996219	2994205
0	0	1	13344	15.994672	3194580
0	0	1	14178	16.993976	3395045
0	0	1	15012	17.993003	3595612
0	0	1	15846	18.991613	3796116
0	0	1	16680	19.990882	3996711
0	0	1	17514	20.989696	4197120
0	0	1	18348	21.988689	4397620
0	0	1	19182	22.988104	4598222
0	0	1	20016	23.987037	4798599
0	0	1	20850	24.986862	4999268
0	0	1	21684	25.985672	5199632
0	0	1	22518	26.984810	5400134
0	0	1	23352	27.983877	5600534
